,NOC,Name,Year,Sport,Medal
175909,JPN,Isao Okano,1964,Judo,Gold
175952,JPN,Tomomi Okazaki (Yasutake-),1998,Speed Skating,Bronze
175962,NGR,Uche Alozie Okechukwu,1996,Football,Gold
175981,JPN,Makoto Okiguchi,2008,Gymnastics,Silver
175986,BRA,Poliana Okimoto-Cintra,2016,Swimming,Bronze
175988,USA,"Elizabeth Anne ""Betty"" Okino",1992,Gymnastics,Bronze
176002,JPN,Seiji Oko,1968,Volleyball,Silver
176003,JPN,Seiji Oko,1972,Volleyball,Gold
176005,NGR,"Augustine Azuka ""Jay-Jay"" Okocha",1996,Football,Gold
176012,USA,Courtney Okolo,2016,Athletics,Gold
176016,NGR,Chibuzor Augustine Okonkwo,2008,Football,Silver
176026,URS,Antonina Nikolayevna Okorokova-Lazareva,1968,Athletics,Silver
176029,NGR,Solomon Ndubisi Okoronkwo,2008,Football,Silver
176043,GER,Clia Okoyino da Mbabi (-ai),2008,Football,Bronze
176053,GER,Detlef Okrent,1936,Hockey,Silver
176067,TUR,Mehmet Oktav,1948,Wrestling,Gold
176077,JPN,Hideaki Okubo,1996,Baseball,Silver
176084,JPN,Nozomi Okuhara,2016,Badminton,Bronze
176091,JPN,Yoshihiro Okumura,2004,Swimming,Bronze
176097,JPN,Fumiko Okuno,1992,Synchronized Swimming,Bronze
176098,JPN,Fumiko Okuno,1992,Synchronized Swimming,Bronze
176122,NOR,Olav Nilsen kern,1948,Cross Country Skiing,Bronze
176140,ESP,Leire Olaberria Dorronsoro,2008,Cycling,Bronze
176175,USA,Hakeem Abdul Olajuwon,1996,Basketball,Gold
176181,ESP,"Jess ""Josu"" Olalla Iraeta",1996,Handball,Bronze
176182,ESP,"Jess ""Josu"" Olalla Iraeta",2000,Handball,Bronze
176190,ESP,Abraham Olano Manzano,1996,Cycling,Silver
176200,CHI,Rafael Andrs Olarra Guerrero,2000,Football,Bronze
176201,ROU,Costic Olaru,1984,Canoeing,Bronze
176204,ROU,Maria Olaru,2000,Gymnastics,Silver
176205,ROU,Maria Olaru,2000,Gymnastics,Gold
176212,URU,Ariel Olascoaga Gutirrez,1956,Basketball,Bronze
176216,NOR,Crown Prince Olav Alexander Edward Christian Frederik,1928,Sailing,Gold
176228,GDR,Bernd Olbricht,1976,Canoeing,Gold
176229,GDR,Bernd Olbricht,1976,Canoeing,Silver
176230,GDR,Bernd Olbricht,1980,Canoeing,Bronze
176231,GDR,Bernd Olbricht,1980,Canoeing,Gold
176232,TUR,Kenan Olcay,1948,Wrestling,Silver
176251,AUS,Lisa Oldenhof,2008,Canoeing,Bronze
176259,CAN,Mark Oldershaw,2012,Canoeing,Bronze
176266,RSA,Clarence Winston Oldfield,1920,Athletics,Silver
176269,GER,Pia-Sophie Oldhafer,2016,Hockey,Bronze
176270,GBR,Sam Joshua Oldham,2012,Gymnastics,Bronze
176275,GBR,Albert Leonard Oldman,1908,Boxing,Gold
176280,USA,"Walter Raymond ""Wally"" Olds",1972,Ice Hockey,Silver
176281,POL,Artur Olech,1964,Boxing,Silver
176282,POL,Artur Olech,1968,Boxing,Silver
176283,POL,Janusz Roman Olech,1988,Fencing,Silver
176301,CAN,"Penelope ""Penny"" Oleksiak",2016,Swimming,Gold
176302,CAN,"Penelope ""Penny"" Oleksiak",2016,Swimming,Bronze
176303,CAN,"Penelope ""Penny"" Oleksiak",2016,Swimming,Bronze
176304,CAN,"Penelope ""Penny"" Oleksiak",2016,Swimming,Silver
176311,URS,Valentin Grigoryevich Olenik,1968,Wrestling,Silver
176312,ROU,Elisabeta Oleniuc-Lip,1984,Rowing,Gold
176313,ROU,Elisabeta Oleniuc-Lip,1988,Rowing,Silver
176314,ROU,Elisabeta Oleniuc-Lip,1988,Rowing,Bronze
176315,ROU,Elisabeta Oleniuc-Lip,1992,Rowing,Gold
176316,ROU,Elisabeta Oleniuc-Lip,1992,Rowing,Silver
176318,ROU,Elisabeta Oleniuc-Lip,1996,Rowing,Gold
176320,ROU,Elisabeta Oleniuc-Lip,2000,Rowing,Gold
176321,ROU,Elisabeta Oleniuc-Lip,2004,Rowing,Gold
176341,BLR,Gennady Yuryevich Oleshchuk,2000,Weightlifting,Bronze
176347,CZE,Rostislav Olesz,2006,Ice Hockey,Bronze
176356,ITA,Ercole Olgeni,1920,Rowing,Gold
176357,ITA,Ercole Olgeni,1924,Rowing,Silver
176380,RUS,Ruslan Iosifovich Olikhver,2000,Volleyball,Silver
176384,FIN,Johan Fredrik Olin,1912,Wrestling,Silver
176402,SUI,Ralph Olinger,1948,Alpine Skiing,Bronze
176404,NGR,Sunday Ogorchukwu Oliseh,1996,Football,Gold
176418,ITA,Patrizio Oliva,1980,Boxing,Gold
176419,ESP,Roc Oliva Isern,2008,Hockey,Silver
176431,ESP,Nria Oliv Vancells,1992,Hockey,Gold
176440,BRA,Fernanda Ryff Moreira Oliveira,2008,Sailing,Bronze
176495,BAH,"Carl Oliver, Jr.",2000,Athletics,Bronze
176498,USA,David Oliver,2008,Athletics,Bronze
176503,USA,George Charles Oliver,1904,Golf,Bronze
176551,CUB,Hctor Olivera Amaro,2008,Baseball,Silver
176568,ITA,Abelardo Olivier,1908,Fencing,Silver
176570,ITA,Abelardo Olivier,1920,Fencing,Gold
176572,ITA,Abelardo Olivier,1920,Fencing,Gold
176577,FRA,Eugne Victor Olivier,1908,Fencing,Bronze
176578,FRA,Eugne Victor Olivier,1908,Fencing,Gold
176579,FRA,Joseph Adolphe Thophile Olivier,1900,Rugby,Gold
176580,FRA,Marc-Antoine Olivier,2016,Swimming,Bronze
176590,UKR,V'iacheslav Mykolaiovych Oliynyk,1996,Wrestling,Gold
176594,URS,Nadiya Fedorivna Olizarenko (Mushta-),1980,Athletics,Gold
176595,URS,Nadiya Fedorivna Olizarenko (Mushta-),1980,Athletics,Bronze
176625,DEN,Alfred Jrgensen (Ollerup),1920,Gymnastics,Silver
176641,BEL,Pierre Ollivier,1924,Wrestling,Silver
176643,SWE,"Eva Viola Elisabet ""Ewa"" Olliwier (-Lundqvist)",1920,Diving,Bronze
176659,ITA,Giuseppe Olmo,1932,Cycling,Gold
176660,MEX,Jess Olmos Moreno,1936,Basketball,Bronze
176662,CAN,"Barbara ""Barb"" Olmsted",1984,Canoeing,Bronze
176668,GBR,Violet Rose Olney (-Parish),1936,Athletics,Silver
176688,SWE,Anna-Carin Helena Cecilia Olofsson-Zidek,2006,Biathlon,Silver
176690,SWE,Anna-Carin Helena Cecilia Olofsson-Zidek,2006,Biathlon,Gold
176706,FRA,Jean-Claude Patrice Jacques Bernard Olry,1972,Canoeing,Bronze
176707,FRA,Jean-Louis Ren Olry,1972,Canoeing,Bronze
176722,NOR,Anton Wilhelm Olsen,1920,Shooting,Bronze
176723,DEN,Ole Anton Olsen,1912,Football,Silver
176731,NOR,Conrad (Konrad-) Olsen,1920,Rowing,Bronze
176732,DEN,Peter Einar Olsen,1912,Gymnastics,Silver
176734,NOR,Frithjof Olsen,1906,Gymnastics,Gold
176736,NOR,Frithjof Olsen,1908,Gymnastics,Silver
176737,NOR,Frithjof Olsen,1912,Gymnastics,Bronze
176758,DEN,Jrgen Ib Olsen,1948,Rowing,Bronze
176764,DEN,Joachim Brchner Olsen,2004,Athletics,Silver
176767,USA,Jon C. Olsen,1992,Swimming,Gold
176768,USA,Jon C. Olsen,1992,Swimming,Bronze
176769,USA,Jon C. Olsen,1992,Swimming,Gold
176771,USA,Jon C. Olsen,1996,Swimming,Gold
176772,USA,Jon C. Olsen,1996,Swimming,Gold
176776,USA,Justin Bradley Olsen,2010,Bobsleigh,Gold
176785,NOR,Kristoffer Olsen,1920,Sailing,Gold
176797,DEN,Morten Olsen,2016,Handball,Gold
176802,DEN,Ole Olsen,1912,Shooting,Bronze
176812,NOR,Oskar Victor Olsen,1924,Speed Skating,Silver
176818,NOR,Otto Martin Olsen,1920,Shooting,Silver
176819,NOR,Otto Martin Olsen,1920,Shooting,Gold
176823,NOR,Otto Martin Olsen,1920,Shooting,Silver
176824,NOR,Otto Martin Olsen,1920,Shooting,Gold
176825,NOR,Otto Martin Olsen,1920,Shooting,Gold
176828,NOR,Otto Martin Olsen,1924,Shooting,Bronze
176829,NOR,Otto Martin Olsen,1924,Shooting,Gold
176830,NOR,Otto Martin Olsen,1924,Shooting,Silver
176842,DEN,Reno Bent Olsen,1968,Cycling,Gold
176845,DEN,Peter Richard Olsen,1936,Rowing,Silver
176859,DEN,Steen Lerche Olsen (-Lerkentorp),1912,Gymnastics,Bronze
176860,DEN,Steen Lerche Olsen (-Lerkentorp),1920,Gymnastics,Gold
176861,DEN,Svend Egil Benjamin Olsen,1932,Weightlifting,Silver
176872,USA,Zoe Ann Olsen-Jensen (-Bramham),1948,Diving,Silver
176873,USA,Zoe Ann Olsen-Jensen (-Bramham),1952,Diving,Bronze
176878,URS,Sergey Petrovich Olshansky,1972,Football,Bronze
176893,SWE,Gustaf Adolf Olson,1908,Gymnastics,Gold
176899,USA,Oscar G. Olson,1904,Tug-Of-War,Gold
176902,SWE,Carl Adolf Ragnar Olson,1928,Equestrianism,Bronze
176903,SWE,Carl Adolf Ragnar Olson,1928,Equestrianism,Silver
176906,USA,"Weldon Howard ""Weldy"" Olson",1956,Ice Hockey,Silver
176907,USA,"Weldon Howard ""Weldy"" Olson",1960,Ice Hockey,Gold
176911,SWE,Anna Gunilla Olsson,1984,Canoeing,Gold
176912,SWE,Anna Gunilla Olsson,1984,Canoeing,Silver
176915,SWE,Anna Gunilla Olsson,1992,Canoeing,Bronze
176916,SWE,Anna Gunilla Olsson,1996,Canoeing,Bronze
176923,SWE,John Christian Bert Olsson,2004,Athletics,Gold
176946,SWE,Gunnar Alfred Olsson,1992,Canoeing,Silver
176953,SWE,Holmfrid Olsson,1968,Biathlon,Bronze
176965,SWE,Johan Arne Olsson,2006,Cross Country Skiing,Bronze
176967,SWE,Johan Arne Olsson,2010,Cross Country Skiing,Bronze
176968,SWE,Johan Arne Olsson,2010,Cross Country Skiing,Bronze
176969,SWE,Johan Arne Olsson,2010,Cross Country Skiing,Gold
176970,SWE,Johan Arne Olsson,2014,Cross Country Skiing,Silver
176972,SWE,Johan Arne Olsson,2014,Cross Country Skiing,Gold
176985,SWE,Mats ke Olsson,1992,Handball,Silver
176986,SWE,Mats ke Olsson,1996,Handball,Silver
176988,SWE,Nils Edvin Olsson,1948,Art Competitions,Bronze
176990,DEN,Oluf Olsson,1906,Gymnastics,Silver
176992,DEN,Oluf Olsson,1912,Gymnastics,Bronze
177005,GBR,Sean Nicholas Olsson,1998,Bobsleigh,Bronze
177007,SWE,Erik Staffan Olsson,1992,Handball,Silver
177008,SWE,Erik Staffan Olsson,1996,Handball,Silver
177009,SWE,Erik Staffan Olsson,2000,Handball,Silver
177014,SWE,David Thorild Olsson,1912,Athletics,Silver
177015,NOR,Karl Frithjof Olstad,1912,Rowing,Bronze
177016,NOR,Hans Oscar Olsen Olstad,1912,Gymnastics,Bronze
177036,ROU,Ioana Olteanu (Clin-),1992,Rowing,Silver
177037,ROU,Ioana Olteanu (Clin-),1996,Rowing,Gold
177038,ROU,Ioana Olteanu (Clin-),2000,Rowing,Gold
177080,RUS,Nikolay Igorevich Olyunin,2014,Snowboarding,Silver
177084,URS,Alevtina Sergeyevna Olyunina-Smirnova (-Panarina),1972,Cross Country Skiing,Silver
177085,URS,Alevtina Sergeyevna Olyunina-Smirnova (-Panarina),1972,Cross Country Skiing,Gold
177095,CAN,"Terrence M. ""Terry"" O'Malley",1968,Ice Hockey,Bronze
177103,PRK,Om Yun-Chol,2012,Weightlifting,Gold
177104,PRK,Om Yun-Chol,2016,Weightlifting,Silver
177128,JPN,Kano Omata,2016,Synchronized Swimming,Bronze
177156,URS,Viktor Ivanovych Omelianovych,1988,Rowing,Silver
177163,FRA,Thierry Omeyer,2008,Handball,Gold
177164,FRA,Thierry Omeyer,2012,Handball,Gold
177165,FRA,Thierry Omeyer,2016,Handball,Silver
177170,GER,Navina Omilade (-Keller),2004,Football,Bronze
177179,GBR,Harcourt Ommundsen,1908,Shooting,Silver
177181,GBR,Harcourt Ommundsen,1912,Shooting,Silver
177184,FRA,Philippe Louis Ren Marcel Omns,1984,Fencing,Bronze
177187,FRA,Philippe Louis Ren Marcel Omns,1992,Fencing,Gold
177224,USA,Shaquille Rashuan O'Neal,1996,Basketball,Gold
177227,USA,John Thomas O'Neil,1920,Rugby,Gold
177228,USA,John Thomas O'Neil,1924,Rugby,Gold
177255,AUS,"Susan ""Susie"" O'Neill",1992,Swimming,Bronze
177259,AUS,"Susan ""Susie"" O'Neill",1996,Swimming,Bronze
177261,AUS,"Susan ""Susie"" O'Neill",1996,Swimming,Gold
177262,AUS,"Susan ""Susie"" O'Neill",1996,Swimming,Silver
177265,AUS,"Susan ""Susie"" O'Neill",2000,Swimming,Gold
177267,AUS,"Susan ""Susie"" O'Neill",2000,Swimming,Silver
177269,AUS,"Susan ""Susie"" O'Neill",2000,Swimming,Silver
177270,AUS,"Susan ""Susie"" O'Neill",2000,Swimming,Silver
177276,URS,Givi Onashvili,1972,Judo,Bronze
177317,ARG,Vanina Paula Oneto,2000,Hockey,Silver
177318,ARG,Vanina Paula Oneto,2004,Hockey,Bronze
177366,JPN,Junko Onishi,2000,Swimming,Bronze
177374,BRA,Luiz Yoshio Onmura,1984,Judo,Bronze
177379,JPN,Hitoshi Ono,1996,Baseball,Silver
177394,JPN,Kiyoko Ono (Oizumi-),1964,Gymnastics,Bronze
177407,JPN,Shohei Ono,2016,Judo,Gold
177411,JPN,Takashi Ono,1952,Gymnastics,Bronze
177416,JPN,Takashi Ono,1956,Gymnastics,Silver
177417,JPN,Takashi Ono,1956,Gymnastics,Silver
177420,JPN,Takashi Ono,1956,Gymnastics,Bronze
177421,JPN,Takashi Ono,1956,Gymnastics,Gold
177423,JPN,Takashi Ono,1956,Gymnastics,Silver
177424,JPN,Takashi Ono,1960,Gymnastics,Silver
177425,JPN,Takashi Ono,1960,Gymnastics,Gold
177427,JPN,Takashi Ono,1960,Gymnastics,Gold
177428,JPN,Takashi Ono,1960,Gymnastics,Bronze
177429,JPN,Takashi Ono,1960,Gymnastics,Gold
177430,JPN,Takashi Ono,1960,Gymnastics,Bronze
177433,JPN,Takashi Ono,1964,Gymnastics,Gold
177455,HUN,Henrietta nodi,1992,Gymnastics,Silver
177456,HUN,Henrietta nodi,1992,Gymnastics,Gold
177466,HUN,Jzsef nody,1906,Swimming,Gold
177481,EUN,Galina Viktorovna Onoprienko (Zhivilo-),1992,Handball,Bronze
177485,JPN,Ayana Onozuka,2014,Freestyle Skiing,Bronze
177493,NOR,Jakob Onsrud (Hanssen-),1920,Shooting,Silver
177501,GBR,"Nwanyika Jenete C. ""Anyika"" Onuora",2016,Athletics,Bronze
177510,NGR,"Nkemdilim ""Mary"" Onyali-Omagbemi",1992,Athletics,Bronze
177512,NGR,"Nkemdilim ""Mary"" Onyali-Omagbemi",1996,Athletics,Bronze
177518,KEN,"Fredrick Momanyi ""Fred"" Onyancha",1996,Athletics,Bronze
177527,URS,Borys Hryhorovych Onyshchenko,1968,Modern Pentathlon,Silver
177528,URS,Borys Hryhorovych Onyshchenko,1972,Modern Pentathlon,Silver
177529,URS,Borys Hryhorovych Onyshchenko,1972,Modern Pentathlon,Gold
177532,URS,Volodymyr Ivanovych Onyshchenko,1972,Football,Bronze
177533,URS,Volodymyr Ivanovych Onyshchenko,1976,Football,Bronze
177553,NED,"Hendrik ""Henk"" Ooms",1936,Cycling,Silver
177574,RSA,"Justus Kinloch Ayres ""Jack"" Oosterlaak",1920,Athletics,Silver
177585,RUS,Maksim Aleksandrovich Opalev,2000,Canoeing,Silver
177587,RUS,Maksim Aleksandrovich Opalev,2004,Canoeing,Bronze
177588,RUS,Maksim Aleksandrovich Opalev,2008,Canoeing,Gold
177589,NGR,Charity Opara (-Asonze),1996,Athletics,Silver
177594,POL,Jerzy Janusz Opara,1976,Canoeing,Silver
177598,NGR,Christy Opara-Thompson,1992,Athletics,Bronze
177600,NGR,Mobi Patrick Oparaku,1996,Football,Gold
177609,NOR,Jacob Opdahl,1912,Gymnastics,Gold
177610,NOR,Jacob Opdahl,1920,Gymnastics,Silver
177611,NOR,Nils Opdahl,1912,Gymnastics,Gold
177630,GER,Lucille Opitz (-Weber),2006,Speed Skating,Gold
177647,USA,Peter Allen Oppegard,1988,Figure Skating,Bronze
177648,USA,Richard Craig Oppel,1988,Swimming,Gold
177649,GER,Britta Oppelt,2004,Rowing,Silver
177650,GER,Britta Oppelt,2008,Rowing,Bronze
177651,GER,Britta Oppelt,2012,Rowing,Silver
177654,AUT,Kurt Oppelt,1956,Figure Skating,Gold
177656,ITA,Antonio Oppes,1960,Equestrianism,Bronze
177661,ITA,Salvatore Oppes,1956,Equestrianism,Silver
177678,ROU,Laura Oprea,2016,Rowing,Bronze
177679,ROU,Marian Oprea,2004,Athletics,Silver
177683,ROU,Vasile Oprea,1984,Handball,Bronze
177687,ROU,Elena Oprea-Horvat (-Florea),1984,Rowing,Gold
177737,COL,Carlos Mario Oquendo Zabala,2012,Cycling,Bronze
177748,USA,Heather Ann OReilly (-Werry),2004,Football,Gold
177749,USA,Heather Ann OReilly (-Werry),2008,Football,Gold
177750,USA,Heather Ann OReilly (-Werry),2012,Football,Gold
177755,GBR,Percy Philip O'Reilly,1908,Polo,Silver
177776,EGY,Ibrahim Orabi,1948,Wrestling,Bronze
177804,HUN,rpd Orbn,1964,Football,Gold
177813,HUN,Lszl Orbn,1972,Boxing,Silver
177816,BEL,Adrien Eugne Joseph Max Orban,1906,Rowing,Silver
177818,BEL,Joseph Albert Clestin Rmy Orban,1906,Rowing,Silver
177819,BEL,Joseph Albert Clestin Rmy Orban,1908,Rowing,Silver
177821,ROU,Olga Orban-Szabo (Orbn-Szab),1956,Fencing,Silver
177827,ROU,Olga Orban-Szabo (Orbn-Szab),1968,Fencing,Bronze
177829,ROU,Olga Orban-Szabo (Orbn-Szab),1972,Fencing,Bronze
177840,AUS,Simon Orchard,2012,Hockey,Bronze
177842,GBR,William G. J. Orchardson,1908,Hockey,Bronze
177864,NOR,Bjart Ording,1928,Equestrianism,Silver
177889,FRA,Henri Jean Oreiller,1948,Alpine Skiing,Gold
177890,FRA,Henri Jean Oreiller,1948,Alpine Skiing,Bronze
177891,FRA,Henri Jean Oreiller,1948,Alpine Skiing,Gold
177909,NED,"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)",2000,Tennis,Silver
177943,GRE,Georgios D. Orfanidis,1896,Shooting,Silver
177944,GRE,Georgios D. Orfanidis,1896,Shooting,Gold
177947,GRE,Georgios D. Orfanidis,1906,Shooting,Gold
178000,ITA,Carlo Orlandi,1928,Boxing,Gold
178005,ITA,Vittorio Orlandi,1972,Equestrianism,Bronze
178007,ARG,Rodolfo Orlando Orlandini,1928,Football,Silver
178033,RUS,Nikolay Orlov,1908,Wrestling,Silver
178034,URS,Vladimir Aleksandrovich Orlov,1964,Speed Skating,Silver
178041,ROU,Agafia Orlov-Buhaev-Constantin,1984,Canoeing,Gold
178056,POL,Bernard Pawe Ormanowski,1928,Rowing,Bronze
178057,CHI,Luis Patricio Ormazbal Mozo,2000,Football,Bronze
178063,AUS,Mark Sebastian Clive Ormrod,2004,Athletics,Silver
178070,SWE,Mikael Gustaf rn,1984,Swimming,Bronze
178080,SWE,Bror Karl Stefan rnskog,1994,Ice Hockey,Gold
178090,ROU,"Corneliu ""Cornel"" Oros",1980,Volleyball,Bronze
178091,ROU,Rozalia Oros (-Husti/-Huszti),1984,Fencing,Silver
178098,HUN,Pl Orosz,1960,Football,Bronze
178102,MEX,Alejandra Orozco Loza,2012,Diving,Silver
178122,USA,Richard Brooks Orpik,2010,Ice Hockey,Silver
178133,USA,"Victoria Elaine ""Vickie"" Orr (-Wiley)",1992,Basketball,Bronze
178148,CAN,Brian Ernest Orser,1984,Figure Skating,Silver
178149,CAN,Brian Ernest Orser,1988,Figure Skating,Silver
178153,ARG,Raimundo Bibiani Orsi,1928,Football,Silver
178164,ESP,Antonio Carlos Ortega Prez,2000,Handball,Bronze
178166,ARG,Ariel Arnaldo Ortega,1996,Football,Silver
178179,ESP,Orlando Ortega Alejo,2016,Athletics,Silver
178190,SWE,Ruben Julius Israel rtegren,1912,Shooting,Silver
178197,USA,"William Robert ""Bill"" Orthwein",1904,Water Polo,Bronze
178198,USA,"William Robert ""Bill"" Orthwein",1904,Swimming,Bronze
178222,MEX,Fidel Ortz Tovar,1936,Boxing,Bronze
178224,CUB,Idalys Ortz Bocourt,2008,Judo,Bronze
178225,CUB,Idalys Ortz Bocourt,2012,Judo,Gold
178226,CUB,Idalys Ortz Bocourt,2016,Judo,Silver
178227,ARG,Ignacio Ortz,2016,Hockey,Gold
178244,PUR,Luis Ortz Flores,1984,Boxing,Silver
178259,ESP,"Matilde ""Mati"" Ortz Reyes",2012,Water Polo,Silver
178278,CUB,Tania Ortz Calvo,1992,Volleyball,Gold
178280,MEX,Tatiana Ortz Galicia,2008,Diving,Bronze
178283,CUB,Yaima Ortz Charro,2004,Volleyball,Bronze
178291,AUT,Patrick Ortlieb,1992,Alpine Skiing,Gold
178294,GER,Gnther Ortmann,1936,Handball,Gold
178304,CAN,George Washington F. Orton,1900,Athletics,Bronze
178305,CAN,George Washington F. Orton,1900,Athletics,Gold
178316,AZE,Rstm Orucov,2016,Judo,Silver
178317,EUN,Vugar Narimanovich Orudzhov,1992,Wrestling,Bronze
178319,NGR,Wilson Oruma,1996,Football,Gold
178321,GER,Selin Oruz,2016,Hockey,Bronze
178322,GER,Timur Oruz,2016,Hockey,Bronze
178323,USA,Bernice Jane Orwig,2000,Water Polo,Silver
178348,DEN,Dion Erhardt rnvold,1948,Football,Bronze
178349,DEN,Hans-Henrik rsted,1980,Cycling,Bronze
178350,NOR,Erik rvig,1920,Sailing,Gold
178351,NOR,Olaf rvig,1920,Sailing,Gold
178352,NOR,Thor rvig,1920,Sailing,Gold
178353,AUS,Timothy Leo O'Shannessey,1996,Cycling,Bronze
178357,CAN,"Daniel Patrick ""Danny"" O'Shea",1968,Ice Hockey,Bronze
178358,AUS,Glenn O'Shea,2012,Cycling,Silver
178364,USA,Shyril O'Steen,1984,Rowing,Gold
178368,USA,"Rachel Kealaonapua ""Keala"" O'Sullivan (-Watson)",1968,Diving,Bronze
178376,CAN,Shawn O'Sullivan,1984,Boxing,Silver
178381,IRL,Sonia O'Sullivan,2000,Athletics,Silver
178387,URS,Liliya Semenivna Osadcha,1976,Volleyball,Silver
178397,JPN,Yoshihiko Osaki,1960,Swimming,Silver
178398,JPN,Yoshihiko Osaki,1960,Swimming,Bronze
178402,JPN,Akinobu Osako,1988,Judo,Bronze
178422,NGR,"Oludamola Bolanle ""Damola"" Osayomi",2008,Athletics,Bronze
178425,NGR,Agnes Osazuwa (-Olatunji),2008,Athletics,Bronze
178429,USA,Harold Marion Osborn (Osborne-),1924,Athletics,Gold
178430,USA,Harold Marion Osborn (Osborne-),1924,Athletics,Gold
178432,GBR,John Osborn,1976,Sailing,Gold
178447,USA,Carl Townsend Osburn,1912,Shooting,Silver
178448,USA,Carl Townsend Osburn,1912,Shooting,Silver
178449,USA,Carl Townsend Osburn,1912,Shooting,Gold
178451,USA,Carl Townsend Osburn,1912,Shooting,Bronze
178454,USA,Carl Townsend Osburn,1920,Shooting,Gold
178455,USA,Carl Townsend Osburn,1920,Shooting,Gold
178456,USA,Carl Townsend Osburn,1920,Shooting,Gold
178457,USA,Carl Townsend Osburn,1920,Shooting,Silver
178458,USA,Carl Townsend Osburn,1920,Shooting,Gold
178459,USA,Carl Townsend Osburn,1920,Shooting,Bronze
178461,USA,Carl Townsend Osburn,1924,Shooting,Silver
178462,USA,Ruth Irene Osburn,1932,Athletics,Silver
178464,BRA,Oscar dos Santos Emboaba Jnior,2012,Football,Silver
178471,SWE,Markus Tobias Oscarsson,2000,Canoeing,Silver
178473,SWE,Markus Tobias Oscarsson,2004,Canoeing,Gold
178498,NED,"Martinus Bernardus ""Tinus"" Osendarp",1936,Athletics,Bronze
178499,NED,"Martinus Bernardus ""Tinus"" Osendarp",1936,Athletics,Bronze
178504,GBR,Ann Osgerby,1980,Swimming,Silver
178510,URS,Stepan Mikhaylovich Oshchepkov,1964,Canoeing,Gold
178519,JPN,Kenkichi Oshima,1932,Athletics,Bronze
178521,JPN,Koichi Oshima,1992,Baseball,Bronze
178558,DEN,Ellen Ottilia Osiier (Thomsen-),1924,Fencing,Gold
178562,DEN,Ivan Joseph Martin Osiier,1912,Fencing,Silver
178596,URS,Leonid Mikhaylovich Osipov,1964,Water Polo,Bronze
178597,URS,Leonid Mikhaylovich Osipov,1968,Water Polo,Silver
178598,URS,Leonid Mikhaylovich Osipov,1972,Water Polo,Gold
178601,RUS,Irina Viktorovna Osipova (-Minayeva),2004,Basketball,Bronze
178602,RUS,Irina Viktorovna Osipova (-Minayeva),2008,Basketball,Bronze
178604,USA,Albina Lucy Charlotte Osipowich (-Van Aken),1928,Swimming,Gold
178605,USA,Albina Lucy Charlotte Osipowich (-Van Aken),1928,Swimming,Gold
178606,URS,Guntis Osis,1988,Bobsleigh,Bronze
178636,URS,Kanybek Osmonaliyevich Osmonaliyev,1980,Weightlifting,Gold
178638,CAN,Kaetlyn Osmond,2014,Figure Skating,Silver
178642,URS,Vladimir Yuryevich Osokin,1976,Cycling,Silver
178644,URS,Vladimir Yuryevich Osokin,1980,Cycling,Gold
178677,USA,"Arnold Carl ""Arnie"" Oss, Jr.",1952,Ice Hockey,Silver
178685,FRG,Rainer Osselmann,1984,Water Polo,Bronze
178691,BEL,Alfred Ost,1920,Art Competitions,Bronze
178695,POL,Marian Wiesaw Ostafiski,1972,Football,Gold
178697,BLR,Nadezhda Nikolayevna Ostapchuk,2008,Athletics,Bronze
178705,RUS,Aleksey Aleksandrovich Ostapenko,2008,Volleyball,Bronze
178717,NED,Johannes Franciskus Osten,1906,Fencing,Bronze
178718,SWE,Nils Holger stensson,1948,Cross Country Skiing,Silver
178719,SWE,Nils Holger stensson,1948,Cross Country Skiing,Gold
178735,USA,"Catherine Leigh ""Cat"" Osterman",2004,Softball,Gold
178736,USA,"Catherine Leigh ""Cat"" Osterman",2008,Softball,Silver
178744,FRA,Micheline O. M. Ostermeyer (-Ghazarian),1948,Athletics,Bronze
178745,FRA,Micheline O. M. Ostermeyer (-Ghazarian),1948,Athletics,Gold
178746,FRA,Micheline O. M. Ostermeyer (-Ghazarian),1948,Athletics,Gold
178757,USA,Oscar Paul Osthoff,1904,Weightlifting,Silver
178758,USA,Oscar Paul Osthoff,1904,Weightlifting,Gold
178763,GER,Frank Ostholt,2008,Equestrianism,Gold
178766,GER,"Andreas ""Anderl"" Ostler",1952,Bobsleigh,Gold
178767,GER,"Andreas ""Anderl"" Ostler",1952,Bobsleigh,Gold
178788,POL,Stanisaw Ostoja-Chrostowski,1936,Art Competitions,Bronze
178797,SWE,Per-Olof strand,1952,Swimming,Bronze
178806,POL,Krystyna Ostromcka-Guryn,1968,Volleyball,Bronze
178832,SUI,Denis Oswald,1968,Rowing,Bronze
178845,USA,Roy Edward Oswalt,2000,Baseball,Gold
178848,GER,Simone Osygus (-Brune),1992,Swimming,Bronze
178849,GER,Simone Osygus (-Brune),1992,Swimming,Silver
178851,GER,Simone Osygus (-Brune),1996,Swimming,Bronze
178852,GER,Simone Osygus (-Brune),1996,Swimming,Silver
178854,UKR,Inna Volodymyrivna Osypenko-Radomska,2004,Canoeing,Bronze
178855,UKR,Inna Volodymyrivna Osypenko-Radomska,2008,Canoeing,Gold
178856,UKR,Inna Volodymyrivna Osypenko-Radomska,2012,Canoeing,Silver
178857,UKR,Inna Volodymyrivna Osypenko-Radomska,2012,Canoeing,Silver
